CustomerID,Gender,Age,Subscription_Type,Monthly_Bill,Total_Usage_Minutes,Customer_Service_Calls,Past_Due_Days,Churn_Status
CUST0901,Male,31,Postpaid,112418.21,141,4,14,No
CUST0902,Female,54,Prepaid,163941.71,579,5,6,No
CUST0903,Female,51,Prepaid,78176.43,915,1,5,Yes
CUST0904,Male,28,Postpaid,157968.72,112,0,1,No
CUST0905,Male,58,Postpaid,180040.02,711,0,8,No
CUST0906,Female,20,Prepaid,118092.03,561,1,21,No
CUST0907,Female,45,Postpaid,173214.8,188,1,23,Yes
CUST0908,Male,46,Postpaid,133198.6,747,4,16,Yes
CUST0909,Male,26,Postpaid,145563.63,234,1,4,No
CUST0910,Female,20,Postpaid,128941.77,254,3,11,No
CUST0911,Male,42,Prepaid,119475.91,821,5,0,No
CUST0912,Male,51,Postpaid,85198.02,263,5,9,No
CUST0913,Male,29,Postpaid,95479.11,305,2,10,No
CUST0914,Female,59,Prepaid,93495.52,184,1,15,No
CUST0915,Female,26,Prepaid,134493.34,622,1,13,No
CUST0916,Female,32,Postpaid,67993.05,924,3,7,No
CUST0917,Female,57,Prepaid,187518.75,871,0,23,No
CUST0918,Female,42,Postpaid,158098.27,137,0,16,No
CUST0919,Female,22,Postpaid,110216.84,885,5,24,Yes
CUST0920,Female,28,Prepaid,73793.62,256,5,17,Yes
CUST0921,Male,51,Postpaid,182298.83,178,4,11,No
CUST0922,Male,41,Postpaid,173566.71,872,3,24,Yes
CUST0923,Male,32,Postpaid,158258.23,52,2,16,No
CUST0924,Male,55,Postpaid,90732.06,983,2,27,No
CUST0925,Male,25,Prepaid,110367.0,803,3,25,Yes
CUST0926,Male,22,Prepaid,65412.24,170,2,13,No
CUST0927,Male,43,Postpaid,78355.93,434,0,15,No
CUST0928,Female,35,Prepaid,167452.5,663,2,13,No
CUST0929,Female,23,Postpaid,157255.81,87,2,8,No
CUST0930,Male,54,Postpaid,139022.86,390,3,3,No
CUST0931,Male,30,Postpaid,184359.01,974,3,24,Yes
CUST0932,Female,45,Postpaid,137489.98,694,2,22,Yes
CUST0933,Male,22,Postpaid,120045.2,763,1,10,No
CUST0934,Male,30,Prepaid,101055.61,909,3,5,No
CUST0935,Female,34,Postpaid,191067.28,70,4,14,Yes
CUST0936,Male,57,Prepaid,62407.32,291,4,4,No
CUST0937,Female,62,Prepaid,189633.11,504,0,10,No
CUST0938,Male,49,Postpaid,174007.2,670,2,24,Yes
CUST0939,Female,46,Postpaid,69489.49,352,1,17,No
CUST0940,Female,20,Postpaid,134747.65,645,0,29,Yes
CUST0941,Female,57,Postpaid,179982.2,644,2,12,No
CUST0942,Male,51,Postpaid,135771.37,852,3,10,No
CUST0943,Female,57,Prepaid,186079.97,118,4,13,Yes
CUST0944,Male,44,Postpaid,191447.57,178,5,27,Yes
CUST0945,Male,30,Postpaid,113357.68,245,1,17,No
CUST0946,Male,62,Prepaid,106597.05,189,5,26,Yes
CUST0947,Male,50,Prepaid,190448.17,493,4,27,Yes
CUST0948,Female,23,Postpaid,151271.01,332,5,24,No
CUST0949,Female,41,Prepaid,67403.4,361,3,27,Yes
CUST0950,Male,36,Postpaid,56343.76,795,2,18,No
CUST0951,Male,33,Prepaid,134694.36,584,3,23,Yes
CUST0952,Female,57,Prepaid,189525.64,714,5,26,Yes
CUST0953,Male,45,Postpaid,176637.31,326,3,14,No
CUST0954,Female,50,Prepaid,151377.16,110,4,8,No
CUST0955,Male,58,Prepaid,70867.38,368,1,7,No
CUST0956,Male,30,Prepaid,88134.71,939,3,19,Yes
CUST0957,Female,60,Prepaid,181326.68,101,4,27,Yes
CUST0958,Male,62,Prepaid,77421.09,905,1,0,No
CUST0959,Female,42,Prepaid,91765.91,202,2,3,No
CUST0960,Male,59,Postpaid,69440.1,798,5,13,No
CUST0961,Male,53,Postpaid,151416.23,360,2,24,Yes
CUST0962,Male,44,Prepaid,191597.35,863,0,1,No
CUST0963,Female,55,Postpaid,90345.2,593,4,15,No
CUST0964,Male,24,Postpaid,121310.99,616,1,2,No
CUST0965,Male,22,Postpaid,145150.96,913,3,25,Yes
CUST0966,Male,60,Prepaid,199919.94,438,2,7,No
CUST0967,Male,62,Postpaid,65721.21,597,1,5,No
CUST0968,Female,48,Prepaid,124785.62,671,4,15,Yes
CUST0969,Female,40,Postpaid,107768.02,226,0,23,No
CUST0970,Male,59,Prepaid,179873.02,411,2,15,No
CUST0971,Female,27,Prepaid,121395.16,363,5,6,No
CUST0972,Male,49,Postpaid,66646.63,856,1,29,Yes
CUST0973,Male,60,Postpaid,145163.62,897,5,12,No
CUST0974,Male,47,Prepaid,165617.09,146,1,12,Yes
CUST0975,Female,56,Postpaid,50432.19,930,1,4,Yes
CUST0976,Female,48,Postpaid,178843.5,262,4,24,Yes
CUST0977,Female,35,Postpaid,77903.45,878,4,19,Yes
CUST0978,Female,53,Prepaid,132810.4,186,4,21,Yes
CUST0979,Female,19,Prepaid,112369.63,55,3,17,Yes
CUST0980,Female,31,Postpaid,157948.07,158,1,14,No
CUST0981,Female,30,Postpaid,105674.24,596,2,17,No
CUST0982,Female,46,Postpaid,180464.48,88,5,1,Yes
CUST0983,Female,29,Prepaid,159574.45,711,4,9,No
CUST0984,Male,56,Prepaid,147156.98,474,4,22,Yes
CUST0985,Female,19,Postpaid,169436.09,679,5,12,Yes
CUST0986,Female,49,Postpaid,163103.46,310,5,17,Yes
CUST0987,Female,30,Postpaid,55390.8,475,1,14,No
CUST0988,Female,63,Postpaid,109210.15,136,4,11,Yes
CUST0989,Female,44,Postpaid,189621.09,514,5,14,Yes
CUST0990,Female,58,Postpaid,68858.64,125,3,12,No
CUST0991,Female,34,Prepaid,160564.48,520,3,17,No
CUST0992,Female,57,Postpaid,196188.77,463,4,14,Yes
CUST0993,Female,48,Prepaid,57829.79,874,5,24,Yes
CUST0994,Female,51,Postpaid,152329.08,944,1,22,Yes
CUST0995,Female,41,Postpaid,120223.12,775,1,10,No
CUST0996,Male,62,Prepaid,136876.29,506,1,18,No
CUST0997,Male,52,Prepaid,62801.2,334,0,2,No
CUST0998,Female,23,Prepaid,56451.04,288,4,6,No
CUST0999,Female,36,Prepaid,150030.0,726,1,20,Yes
CUST1000,Male,47,Postpaid,173496.41,648,3,25,No
